2546001,8/1/2017,551,Dr
2546001,9/1/2017,2250,Dr
2546001,10/1/2017,530,Dr
2546001,12/1/2017,10000,Cr
2546001,13/1/2017,7700,Cr
2546001,14/1/2017,3560,Dr
2546001,17/1/2017,329,Dr
2546001,19/1/2017,1234,Dr
2546001,20/1/2017,16400,Cr
2546001,21/1/2017,6065,Dr
2546001,22/1/2017,4817,Dr
2546001,23/1/2017,6298,Dr
2546001,24/1/2017,4330,Dr
2546001,25/1/2017,3388,Dr
2546001,26/1/2017,1463,Dr
2546001,28/1/2017,2808,Dr
2546001,30/1/2017,1079,Dr
2546001,31/1/2017,7200,Cr
2546001,1/2/2017,14633,Cr
2546001,1/2/2017,6835,Dr
2546001,3/2/2017,2948,Dr
2546001,5/2/2017,1545,Dr
2546001,6/2/2017,4085,Dr
2546001,7/2/2017,548,Dr
2546001,8/2/2017,347,Dr
2546001,10/2/2017,3711,Dr
2546001,11/2/2017,1841,Dr
2546001,12/2/2017,19200,Cr
2546001,14/2/2017,5246,Dr
2546001,15/2/2017,16600,Cr
2546001,16/2/2017,6828,Dr
2546001,17/2/2017,5300,Cr
2546001,18/2/2017,462,Dr
2546001,19/2/2017,735,Dr
2546001,20/2/2017,4117,Dr
2546001,21/2/2017,199,Dr
2546001,22/2/2017,1712,Dr
2546001,23/2/2017,6826,Dr
2546001,24/2/2017,2100,Cr
2546001,25/2/2017,2672,Dr
2546001,26/2/2017,2105,Dr
2546001,28/2/2017,2100,Cr
2546001,1/3/2017,14633,Cr
2546001,1/3/2017,7639,Dr
2546001,2/3/2017,4529,Dr
2546001,5/3/2017,5959,Dr
2546001,6/3/2017,9400,Cr
2546001,7/3/2017,6660,Dr
2546001,10/3/2017,19000,Cr
2546001,13/3/2017,5111,Dr
2546001,14/3/2017,13400,Cr
2546001,15/3/2017,4336,Dr
2546001,18/3/2017,1612,Dr
2546001,19/3/2017,10933,Dr
2546001,20/3/2017,1681,Dr
2546001,21/3/2017,15600,Cr
2546001,22/3/2017,10542,Dr
2546001,23/3/2017,1596,Dr
2546001,25/3/2017,13100,Cr
2546001,28/3/2017,1523,Dr
2546001,29/3/2017,9988,Dr
2546001,30/3/2017,7468,Dr
2546001,31/3/2017,307,Dr
2546002,1/1/2016,25678,Cr
2546002,2/1/2016,15900,Cr
2546002,3/1/2016,4122,Dr
2546002,4/1/2016,5088,Dr
2546002,6/1/2016,6337,Dr
2546002,7/1/2016,2559,Dr
2546002,8/1/2016,5696,Dr
2546002,10/1/2016,2758,Dr
2546002,14/1/2016,2108,Dr
2546002,16/1/2016,239,Dr
2546002,18/1/2016,6500,Cr
2546002,19/1/2016,997,Dr
2546002,20/1/2016,1893,Dr
2546002,21/1/2016,3735,Dr
2546002,22/1/2016,2500,Cr
2546002,23/1/2016,3435,Dr
2546002,24/1/2016,706,Dr
2546002,25/1/2016,1333,Dr
2546002,26/1/2016,1011,Dr
2546002,29/1/2016,686,Dr
2546002,30/1/2016,17600,Cr
2546002,31/1/2016,5436,Dr
2546002,1/2/2016,25678,Cr
2546002,1/2/2016,7944,Dr
2546002,2/2/2016,603,Dr
2546002,3/2/2016,6934,Dr
2546002,5/2/2016,1506,Dr
2546002,6/2/2016,4607,Dr
2546002,7/2/2016,1844,Dr
2546002,9/2/2016,3298,Dr
2546002,10/2/2016,2352,Dr
2546002,11/2/2016,3207,Dr
2546002,12/2/2016,3097,Dr
2546002,15/2/2016,198,Dr
2546002,16/2/2016,1402,Dr
2546002,18/2/2016,1111,Dr
2546002,19/2/2016,1703,Dr
2546002,20/2/2016,1084,Dr
2546002,21/2/2016,151,Dr
2546002,22/2/2016,425,Dr
2546002,23/2/2016,401,Dr
2546002,25/2/2016,182,Dr
2546002,26/2/2016,467,Dr
2546002,27/2/2016,486,Dr
2546002,29/2/2016,323,Dr
2546002,1/3/2016,25678,Cr
2546002,1/3/2016,4200,Cr
2546002,2/3/2016,10300,Cr
2546002,4/3/2016,5645,Dr
2546002,5/3/2016,359,Dr
2546002,6/3/2016,2967,Dr
2546002,7/3/2016,5561,Dr
2546002,9/3/2016,214,Dr
2546002,10/3/2016,5851,Dr
2546002,11/3/2016,4860,Dr
2546002,13/3/2016,4260,Dr
2546002,16/3/2016,2103,Dr
2546002,17/3/2016,2666,Dr
2546002,20/3/2016,1080,Dr
2546002,21/3/2016,347,Dr
2546002,22/3/2016,1227,Dr
2546002,25/3/2016,1086,Dr
2546002,28/3/2016,932,Dr
2546002,29/3/2016,686,Dr
2546002,30/3/2016,311,Dr
2546002,31/3/2016,560,Dr
2546002,1/4/2016,25678,Cr
2546002,1/4/2016,4139,Dr
2546002,2/4/2016,1113,Dr
2546002,3/4/2016,4176,Dr
2546002,4/4/2016,114,Dr
2546002,6/4/2016,8000,Cr
2546002,8/4/2016,2127,Dr
2546002,9/4/2016,5636,Dr
2546002,10/4/2016,1929,Dr
2546002,11/4/2016,3956,Dr
2546002,12/4/2016,15300,Cr
2546002,14/4/2016,3833,Dr
2546002,15/4/2016,4455,Dr
2546002,16/4/2016,242,Dr
2546002,18/4/2016,4028,Dr
2546002,19/4/2016,2073,Dr
2546002,20/4/2016,356,Dr
2546002,21/4/2016,1713,Dr
2546002,22/4/2016,2257,Dr
2546002,23/4/2016,1185,Dr
2546002,24/4/2016,1636,Dr
2546002,25/4/2016,1372,Dr
2546002,28/4/2016,527,Dr
2546002,1/5/2016,25678,Cr
2546002,1/5/2016,344,Dr
2546002,3/5/2016,693,Dr
2546002,4/5/2016,13100,Cr
2546002,5/5/2016,9463,Dr
2546002,9/5/2016,7284,Dr
2546002,10/5/2016,3409,Dr
2546002,11/5/2016,4022,Dr
2546002,12/5/2016,1012,Dr
2546002,15/5/2016,2723,Dr
2546002,17/5/2016,2882,Dr
2546002,18/5/2016,2601,Dr
2546002,19/5/2016,1800,Cr
2546002,20/5/2016,286,Dr
2546002,22/5/2016,1722,Dr
2546002,24/5/2016,1314,Dr
2546002,25/5/2016,1020,Dr
2546002,26/5/2016,185,Dr
2546002,29/5/2016,1110,Dr
2546002,31/5/2016,177,Dr
2546002,1/6/2016,25678,Cr
2546002,2/6/2016,3932,Dr
2546002,3/6/2016,3352,Dr
2546002,4/6/2016,2646,Dr
2546002,5/6/2016,1831,Dr
2546002,6/6/2016,3147,Dr
2546002,7/6/2016,997,Dr
2546002,9/6/2016,2074,Dr
2546002,10/6/2016,2505,Dr
2546002,11/6/2016,859,Dr
2546002,13/6/2016,2035,Dr
2546002,14/6/2016,1125,Dr
2546002,17/6/2016,286,Dr
2546002,18/6/2016,472,Dr
2546002,20/6/2016,573,Dr
2546002,21/6/2016,618,Dr
2546002,22/6/2016,192,Dr
2546002,24/6/2016,427,Dr
2546002,26/6/2016,388,Dr
2546002,27/6/2016,268,Dr
2546002,28/6/2016,430,Dr
2546002,29/6/2016,113,Dr
2546002,30/6/2016,312,Dr
2546002,1/7/2016,25678,Cr
2546002,1/7/2016,3573,Dr
2546002,2/7/2016,1572,Dr
2546002,4/7/2016,827,Dr
2546002,5/7/2016,937,Dr
2546002,6/7/2016,4537,Dr
2546002,7/7/2016,1335,Dr
2546002,8/7/2016,991,Dr
2546002,9/7/2016,1088,Dr
2546002,12/7/2016,1805,Dr
2546002,14/7/2016,1666,Dr
2546002,15/7/2016,1312,Dr
2546002,17/7/2016,266,Dr
2546002,18/7/2016,14400,Cr
2546002,19/7/2016,2358,Dr
2546002,20/7/2016,4072,Dr
2546002,22/7/2016,1440,Dr
2546002,25/7/2016,2419,Dr
2546002,26/7/2016,1309,Dr
2546002,27/7/2016,1696,Dr
2546002,28/7/2016,2038,Dr
2546002,29/7/2016,412,Dr
2546002,30/7/2016,1300,Dr
2546002,31/7/2016,649,Dr
2546002,1/8/2016,25678,Cr
2546002,2/8/2016,4930,Dr
2546002,3/8/2016,5595,Dr
2546002,4/8/2016,1012,Dr
2546002,6/8/2016,137,Dr
2546002,9/8/2016,2731,Dr
2546002,10/8/2016,1432,Dr
2546002,11/8/2016,3084,Dr
2546002,12/8/2016,16500,Cr
2546002,16/8/2016,4893,Dr
2546002,17/8/2016,4451,Dr
2546002,18/8/2016,4138,Dr
2546002,19/8/2016,1057,Dr
2546002,20/8/2016,2824,Dr
2546002,22/8/2016,1601,Dr
2546002,23/8/2016,913,Dr
2546002,24/8/2016,1490,Dr
2546002,25/8/2016,745,Dr
2546002,26/8/2016,596,Dr
2546002,27/8/2016,781,Dr
2546002,28/8/2016,553,Dr
2546002,29/8/2016,410,Dr
2546002,30/8/2016,358,Dr
2546002,31/8/2016,280,Dr
2546002,1/9/2016,25678,Cr
2546002,1/9/2016,3517,Dr
2546002,2/9/2016,118,Dr
2546002,3/9/2016,1384,Dr
2546002,4/9/2016,4870,Dr
2546002,5/9/2016,4036,Dr
2546002,6/9/2016,333,Dr
2546002,9/9/2016,1391,Dr
2546002,12/9/2016,2600,Cr
2546002,13/9/2016,329,Dr
2546002,14/9/2016,703,Dr
2546002,16/9/2016,1371,Dr
2546002,18/9/2016,1087,Dr
2546002,19/9/2016,1794,Dr
2546002,20/9/2016,176,Dr
2546002,21/9/2016,996,Dr
2546002,22/9/2016,1564,Dr
2546002,24/9/2016,343,Dr
2546002,25/9/2016,1379,Dr
2546002,26/9/2016,513,Dr
2546002,27/9/2016,839,Dr
2546002,28/9/2016,526,Dr
2546002,29/9/2016,264,Dr
2546002,30/9/2016,313,Dr
2546002,1/10/2016,25678,Cr
2546002,1/10/2016,4764,Dr
2546002,3/10/2016,1029,Dr
2546002,6/10/2016,613,Dr
2546002,8/10/2016,3684,Dr
2546002,9/10/2016,1490,Dr
2546002,10/10/2016,1948,Dr
2546002,11/10/2016,1633,Dr
2546002,12/10/2016,207,Dr
2546002,14/10/2016,1682,Dr
2546002,16/10/2016,199,Dr
2546002,17/10/2016,1939,Dr
2546002,19/10/2016,1435,Dr
2546002,20/10/2016,1684,Dr
2546002,21/10/2016,698,Dr
2546002,22/10/2016,934,Dr
2546002,24/10/2016,564,Dr
2546002,26/10/2016,213,Dr
2546002,28/10/2016,14500,Cr
2546002,29/10/2016,128,Dr
2546002,30/10/2016,1077,Dr
2546002,31/10/2016,1082,Dr
2546002,1/11/2016,25678,Cr
2546002,3/11/2016,7064,Dr
2546002,4/11/2016,8244,Dr
2546002,6/11/2016,1846,Dr
2546002,7/11/2016,1940,Dr
2546002,8/11/2016,4057,Dr
2546002,10/11/2016,4338,Dr
2546002,11/11/2016,721,Dr
2546002,13/11/2016,2411,Dr
2546002,14/11/2016,2503,Dr
2546002,15/11/2016,1548,Dr
2546002,17/11/2016,477,Dr
2546002,18/11/2016,1201,Dr
2546002,19/11/2016,568,Dr
2546002,20/11/2016,162,Dr
2546002,21/11/2016,823,Dr
2546002,22/11/2016,734,Dr
2546002,24/11/2016,243,Dr
2546002,25/11/2016,470,Dr
2546002,26/11/2016,366,Dr
2546002,27/11/2016,283,Dr
2546002,28/11/2016,108,Dr
2546002,30/11/2016,299,Dr
2546002,1/12/2016,25678,Cr
2546002,1/12/2016,6468,Dr
2546002,2/12/2016,722,Dr
2546002,3/12/2016,2012,Dr
2546002,4/12/2016,4100,Cr
2546002,5/12/2016,4300,Cr
2546002,6/12/2016,256,Dr
2546002,7/12/2016,4543,Dr
2546002,9/12/2016,4755,Dr
2546002,10/12/2016,2365,Dr
2546002,11/12/2016,2987,Dr
2546002,12/12/2016,16600,Cr
2546002,13/12/2016,2068,Dr
2546002,14/12/2016,6304,Dr
2546002,15/12/2016,3090,Dr
2546002,18/12/2016,3620,Dr
2546002,21/12/2016,1833,Dr
2546002,22/12/2016,136,Dr
2546002,23/12/2016,566,Dr
2546002,25/12/2016,654,Dr
2546002,28/12/2016,324,Dr
2546002,29/12/2016,891,Dr
2546002,30/12/2016,1293,Dr
2546002,31/12/2016,1083,Dr
2546002,1/1/2017,25678,Cr
2546002,2/1/2017,3300,Cr
2546002,3/1/2017,319,Dr
2546002,4/1/2017,8194,Dr
2546002,8/1/2017,5572,Dr
2546002,9/1/2017,2246,Dr
2546002,10/1/2017,3427,Dr
2546002,11/1/2017,1882,Dr
2546002,12/1/2017,378,Dr
2546002,13/1/2017,1733,Dr
2546002,14/1/2017,2652,Dr
2546002,15/1/2017,1830,Dr
2546002,17/1/2017,1501,Dr
2546002,18/1/2017,290,Dr
2546002,19/1/2017,234,Dr
2546002,21/1/2017,109,Dr
2546002,22/1/2017,840,Dr
2546002,24/1/2017,168,Dr
2546002,27/1/2017,725,Dr
2546002,30/1/2017,140,Dr
2546002,31/1/2017,108,Dr
2546002,1/2/2017,25678,Cr
2546002,1/2/2017,1971,Dr
2546002,4/2/2017,2190,Dr
2546002,5/2/2017,11700,Cr
2546002,7/2/2017,8477,Dr
2546002,8/2/2017,4899,Dr
2546002,9/2/2017,5600,Cr
2546002,10/2/2017,4699,Dr
2546002,12/2/2017,505,Dr
2546002,13/2/2017,2264,Dr
2546002,14/2/2017,4754,Dr
2546002,15/2/2017,1474,Dr
2546002,17/2/2017,1906,Dr
2546002,18/2/2017,841,Dr
2546002,19/2/2017,1206,Dr
2546002,22/2/2017,2465,Dr
2546002,23/2/2017,199,Dr
2546002,24/2/2017,13500,Cr
2546002,25/2/2017,3148,Dr
2546002,26/2/2017,3206,Dr
2546002,27/2/2017,3241,Dr
2546002,1/3/2017,25678,Cr
2546002,1/3/2017,5135,Dr
2546002,2/3/2017,7172,Dr
2546002,3/3/2017,3009,Dr
2546002,4/3/2017,4964,Dr
2546002,5/3/2017,3539,Dr
2546002,7/3/2017,2137,Dr
2546002,9/3/2017,2309,Dr
2546002,10/3/2017,2158,Dr
2546002,11/3/2017,597,Dr
2546002,12/3/2017,1433,Dr
2546002,13/3/2017,113,Dr
2546002,14/3/2017,345,Dr
2546002,15/3/2017,165,Dr
2546002,17/3/2017,765,Dr
2546002,18/3/2017,666,Dr
2546002,20/3/2017,554,Dr
2546002,21/3/2017,260,Dr
2546002,22/3/2017,267,Dr
2546002,26/3/2017,314,Dr
2546002,27/3/2017,120,Dr
2546002,28/3/2017,2400,Cr
2546002,29/3/2017,13700,Cr
2546002,30/3/2017,4131,Dr
2546003,1/1/2016,22635,Cr
2546003,2/1/2016,3612,Dr
2546003,3/1/2016,305,Dr
2546003,6/1/2016,3926,Dr
2546003,8/1/2016,3369,Dr
2546003,11/1/2016,1759,Dr
2546003,13/1/2016,100,Dr
2546003,14/1/2016,240,Dr
2546003,15/1/2016,432,Dr
2546003,16/1/2016,1006,Dr
2546003,18/1/2016,1873,Dr
2546003,20/1/2016,537,Dr
2546003,21/1/2016,342,Dr
2546003,22/1/2016,290,Dr
2546003,23/1/2016,696,Dr
2546003,25/1/2016,663,Dr
2546003,26/1/2016,812,Dr
2546003,27/1/2016,189,Dr
2546003,28/1/2016,570,Dr
2546003,29/1/2016,101,Dr
2546003,30/1/2016,209,Dr
2546003,31/1/2016,169,Dr
2546003,1/2/2016,22635,Cr
2546003,1/2/2016,405,Dr
2546003,2/2/2016,1427,Dr
2546003,3/2/2016,2577,Dr
2546003,5/2/2016,3117,Dr
2546003,6/2/2016,1550,Dr
2546003,8/2/2016,3559,Dr
2546003,9/2/2016,2828,Dr
2546003,13/2/2016,1016,Dr
2546003,14/2/2016,534,Dr
2546003,16/2/2016,9600,Cr
2546003,17/2/2016,1662,Dr
2546003,18/2/2016,3057,Dr
2546003,19/2/2016,2215,Dr
2546003,20/2/2016,2136,Dr
2546003,21/2/2016,1720,Dr
2546003,23/2/2016,541,Dr
2546003,24/2/2016,187,Dr
2546003,25/2/2016,1112,Dr
2546003,27/2/2016,308,Dr
2546003,28/2/2016,188,Dr
2546003,1/3/2016,22635,Cr
2546003,1/3/2016,3146,Dr
2546003,4/3/2016,11800,Cr
2546003,7/3/2016,1418,Dr
2546003,8/3/2016,2445,Dr
2546003,9/3/2016,1138,Dr
2546003,11/3/2016,5122,Dr
2546003,13/3/2016,3933,Dr
2546003,14/3/2016,2775,Dr
2546003,15/3/2016,13900,Cr
2546003,16/3/2016,10500,Cr
2546003,17/3/2016,2265,Dr
2546003,18/3/2016,962,Dr
2546003,19/3/2016,3998,Dr
2546003,23/3/2016,6976,Dr
2546003,24/3/2016,2683,Dr
2546003,25/3/2016,2398,Dr
2546003,26/3/2016,121,Dr
2546003,29/3/2016,4700,Cr
2546003,31/3/2016,6606,Dr
2546003,1/4/2016,22635,Cr
2546003,1/4/2016,8287,Dr
2546003,2/4/2016,3545,Dr
2546003,3/4/2016,1695,Dr
2546003,4/4/2016,2345,Dr
2546003,5/4/2016,5096,Dr
2546003,6/4/2016,596,Dr
2546003,8/4/2016,2008,Dr
2546003,10/4/2016,1411,Dr
2546003,11/4/2016,1968,Dr
2546003,14/4/2016,4085,Dr
2546003,15/4/2016,2613,Dr
2546003,16/4/2016,1666,Dr
2546003,18/4/2016,1021,Dr
2546003,19/4/2016,1102,Dr
2546003,20/4/2016,740,Dr
2546003,21/4/2016,138,Dr
2546003,22/4/2016,825,Dr
2546003,29/4/2016,461,Dr
2546003,30/4/2016,430,Dr
2546003,1/5/2016,22635,Cr
2546003,1/5/2016,6004,Dr
2546003,3/5/2016,4644,Dr
2546003,5/5/2016,1067,Dr
2546003,6/5/2016,2328,Dr
2546003,8/5/2016,566,Dr
2546003,9/5/2016,2350,Dr
2546003,10/5/2016,250,Dr
2546003,11/5/2016,577,Dr
2546003,14/5/2016,174,Dr
2546003,16/5/2016,1581,Dr
2546003,18/5/2016,1170,Dr
2546003,19/5/2016,101,Dr
2546003,20/5/2016,1362,Dr
2546003,21/5/2016,798,Dr
2546003,23/5/2016,129,Dr
2546003,24/5/2016,379,Dr
2546003,25/5/2016,456,Dr
2546003,26/5/2016,531,Dr
2546003,27/5/2016,259,Dr
2546003,28/5/2016,387,Dr
2546003,29/5/2016,295,Dr
2546003,30/5/2016,155,Dr
2546003,31/5/2016,107,Dr
2546003,1/6/2016,22635,Cr
2546003,2/6/2016,1704,Dr
2546003,3/6/2016,2140,Dr
2546003,4/6/2016,1489,Dr
2546003,5/6/2016,2002,Dr
2546003,6/6/2016,3549,Dr
2546003,7/6/2016,2477,Dr
2546003,8/6/2016,1884,Dr
2546003,10/6/2016,1730,Dr
2546003,12/6/2016,1145,Dr
2546003,14/6/2016,1225,Dr
2546003,15/6/2016,405,Dr
2546003,16/6/2016,329,Dr
2546003,17/6/2016,8600,Cr
2546003,18/6/2016,1893,Dr
2546003,19/6/2016,1709,Dr
2546003,23/6/2016,1850,Dr
2546003,24/6/2016,1105,Dr
2546003,27/6/2016,1295,Dr
